0 1.32545 1.32545 2 1 0
0.0268203 1.33883 1.33883 1 1 0
0.0334705 1.34219 1.34219 1 1 0
0.0400988 1.34557 1.34557 1 1 0
0.046705 1.34895 1.34895 1 1 0
0.0532892 1.35234 1.35234 1 1 0
0.0598513 1.35574 1.35574 1 1 0
0.0663913 1.35915 1.35915 1 1 0
0.0729091 1.36257 1.36257 1 1 0
0.0794048 1.366 1.366 1 1 0
0.0858782 1.36944 1.36944 1 1 0
0.0923295 1.37288 1.37288 1 1 0
0.0987585 1.37633 1.37633 1 1 0
0.105165 1.37979 1.37979 1 1 0
0.11155 1.38326 1.38326 1 1 0
0.117912 1.38674 1.38674 1 1 0
0.124252 1.39023 1.39023 1 1 0
0.130569 1.39372 1.39372 1 1 0
0.136865 1.39722 1.39722 1 1 0
0.143138 1.40073 1.40073 1 1 0
0.149388 1.40425 1.40425 1 1 0
0.155616 1.40778 1.40778 1 1 0
0.161822 1.41131 1.41131 1 1 0
0.168005 1.41486 1.41486 1 1 0
0.174166 1.41841 1.41841 1 1 0
0.180305 1.42196 1.42196 1 1 0
0.186421 1.42553 1.42553 1 1 0
0.192515 1.4291 1.4291 1 1 0
0.198587 1.43269 1.43269 1 1 0
0.204636 1.43628 1.43628 1 1 0
0.210662 1.43987 1.43987 1 1 0
0.216667 1.44348 1.44348 1 1 0
0.222649 1.44709 1.44709 1 1 0
0.228608 1.45071 1.45071 1 1 0
0.234546 1.45434 1.45434 1 1 0
0.24046 1.45797 1.45797 1 1 0
0.246353 1.46161 1.46161 1 1 0
0.252223 1.46526 1.46526 1 1 0
0.258071 1.46892 1.46892 1 1 0
0.263897 1.47258 1.47258 1 1 0
0.269701 1.47625 1.47625 1 1 0
0.275482 1.47993 1.47993 1 1 0
0.281241 1.48361 1.48361 1 1 0
0.286978 1.48731 1.48731 1 1 0
0.292692 1.49101 1.49101 1 1 0
0.298385 1.49471 1.49471 1 1 0
0.304055 1.49842 1.49842 1 1 0
0.309703 1.50214 1.50214 1 1 0
0.31533 1.50587 1.50587 1 1 0
0.320934 1.5096 1.5096 1 1 0
0.326516 1.51334 1.51334 1 1 0
0.332076 1.51709 1.51709 1 1 0
0.337614 1.52084 1.52084 1 1 0
0.343131 1.5246 1.5246 1 1 0
0.348625 1.52837 1.52837 1 1 0
0.354098 1.53214 1.53214 1 1 0
0.359548 1.53592 1.53592 1 1 0
0.364977 1.53971 1.53971 1 1 0
0.370385 1.5435 1.5435 1 1 0
0.37577 1.5473 1.5473 1 1 0
0.381134 1.5511 1.5511 1 1 0
0.386477 1.55491 1.55491 1 1 0
0.391798 1.55873 1.55873 1 1 0
0.397097 1.56255 1.56255 1 1 0
0.402375 1.56638 1.56638 1 1 0
0.407631 1.57021 1.57021 1 1 0
0.412866 1.57406 1.57406 1 1 0
0.41808 1.5779 1.5779 1 1 0
0.423272 1.58175 1.58175 1 1 0
0.428443 1.58561 1.58561 1 1 0
0.433593 1.58948 1.58948 1 1 0
0.438722 1.59335 1.59335 1 1 0
0.44383 1.59722 1.59722 1 1 0
0.448917 1.6011 1.6011 1 1 0
0.453983 1.60499 1.60499 1 1 0
0.459028 1.60888 1.60888 1 1 0
0.464052 1.61278 1.61278 1 1 0
0.469055 1.61668 1.61668 1 1 0
0.474038 1.62059 1.62059 1 1 0
0.478999 1.6245 1.6245 1 1 0
0.483941 1.62842 1.62842 1 1 0
0.488861 1.63235 1.63235 1 1 0
0.493761 1.63628 1.63628 1 1 0
0.498641 1.64021 1.64021 1 1 0
0.5035 1.64415 1.64415 1 1 0
0.508339 1.64809 1.64809 1 1 0
0.513158 1.65204 1.65204 1 1 0
0.517957 1.656 1.656 1 1 0
0.522735 1.65996 1.65996 1 1 0
0.527493 1.66392 1.66392 1 1 0
0.532232 1.66789 1.66789 1 1 0
0.53695 1.67187 1.67187 1 1 0
0.541648 1.67585 1.67585 1 1 0
0.546327 1.67983 1.67983 1 1 0
0.550986 1.68382 1.68382 1 1 0
0.555625 1.68781 1.68781 1 1 0
0.560245 1.69181 1.69181 1 1 0
0.564845 1.69581 1.69581 1 1 0
0.569425 1.69982 1.69982 1 1 0
0.573987 1.70383 1.70383 1 1 0
0.578528 1.70785 1.70785 1 1 0
0.583051 1.71187 1.71187 1 1 0
0.587554 1.71589 1.71589 1 1 0
0.592039 1.71992 1.71992 1 1 0
0.596504 1.72396 1.72396 1 1 0
0.60095 1.72799 1.72799 1 1 0
0.605377 1.73204 1.73204 1 1 0
0.609786 1.73608 1.73608 1 1 0
0.614175 1.74013 1.74013 1 1 0
0.618546 1.74419 1.74419 1 1 0
0.622899 1.74824 1.74824 1 1 0
0.627232 1.75231 1.75231 1 1 0
0.631548 1.75637 1.75637 1 1 0
0.635845 1.76044 1.76044 1 1 0
0.640123 1.76452 1.76452 1 1 0
0.644383 1.7686 1.7686 1 1 0
0.648625 1.77268 1.77268 1 1 0
0.652849 1.77677 1.77677 1 1 0
0.657055 1.78085 1.78085 1 1 0
0.661243 1.78495 1.78495 1 1 0
0.665413 1.78905 1.78905 1 1 0
0.669565 1.79315 1.79315 1 1 0
0.6737 1.79725 1.79725 1 1 0
0.677817 1.80136 1.80136 1 1 0
0.681916 1.80547 1.80547 1 1 0
0.685997 1.80959 1.80959 1 1 0
0.690062 1.8137 1.8137 1 1 0
0.694108 1.81783 1.81783 1 1 0
0.698138 1.82195 1.82195 1 1 0
