0 1.5718 1.5718 2 1 0
0.0221552 1.58681 1.58681 1 1 0
0.0276416 1.59058 1.59058 1 1 0
0.0331072 1.59436 1.59436 1 1 0
0.0385519 1.59814 1.59814 1 1 0
0.0439758 1.60192 1.60192 1 1 0
0.049379 1.60572 1.60572 1 1 0
0.0547614 1.60952 1.60952 1 1 0
0.0601232 1.61332 1.61332 1 1 0
0.0654643 1.61713 1.61713 1 1 0
0.0707847 1.62095 1.62095 1 1 0
0.0760847 1.62477 1.62477 1 1 0
0.0813641 1.6286 1.6286 1 1 0
0.086623 1.63243 1.63243 1 1 0
0.0918614 1.63627 1.63627 1 1 0
0.0970795 1.64012 1.64012 1 1 0
0.102277 1.64397 1.64397 1 1 0
0.107455 1.64783 1.64783 1 1 0
0.112612 1.65169 1.65169 1 1 0
0.117749 1.65556 1.65556 1 1 0
0.122865 1.65943 1.65943 1 1 0
0.127962 1.66331 1.66331 1 1 0
0.133039 1.66719 1.66719 1 1 0
0.138095 1.67108 1.67108 1 1 0
0.143132 1.67497 1.67497 1 1 0
0.148148 1.67887 1.67887 1 1 0
0.153145 1.68278 1.68278 1 1 0
0.158122 1.68669 1.68669 1 1 0
0.163079 1.6906 1.6906 1 1 0
0.168017 1.69452 1.69452 1 1 0
0.172935 1.69845 1.69845 1 1 0
0.177833 1.70238 1.70238 1 1 0
0.182712 1.70631 1.70631 1 1 0
0.187571 1.71025 1.71025 1 1 0
0.19241 1.7142 1.7142 1 1 0
0.197231 1.71815 1.71815 1 1 0
0.202032 1.7221 1.7221 1 1 0
0.206814 1.72606 1.72606 1 1 0
0.211576 1.73002 1.73002 1 1 0
0.21632 1.73399 1.73399 1 1 0
0.221044 1.73797 1.73797 1 1 0
0.225749 1.74194 1.74194 1 1 0
0.230436 1.74593 1.74593 1 1 0
0.235103 1.74991 1.74991 1 1 0
0.239752 1.7539 1.7539 1 1 0
0.244382 1.7579 1.7579 1 1 0
0.248993 1.7619 1.7619 1 1 0
0.253585 1.7659 1.7659 1 1 0
0.258159 1.76991 1.76991 1 1 0
0.262715 1.77392 1.77392 1 1 0
0.267251 1.77794 1.77794 1 1 0
0.27177 1.78196 1.78196 1 1 0
